OTU_ID	May_D_A	July_C_C	May_D_D	May_E_C	July_E_C	May_D_C	July_D_A	July_D_D	July_C_A	July_E_B	May_E_B	May_C_C	July_C_B	July_E_A	May_E_A	May_C_A	July_D_C	May_C_B	July_A_C	May_A_C	July_A_A	July_B_D	May_A_B	May_B_G	July_A_B	May_A_A	July_B_F	May_B_F	May_B_D	July_B_G
denovo1613	5	0	7	1	4	5	0	2	0	2	2	0	0	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
denovo550	7	0	3	0	0	4	1	0	0	0	1	1	0	0	0	0	4	0	2	4	3	0	2	0	3	1	0	0	0	0
denovo914	0	0	0	1	2	1	0	0	3	2	2	0	0	1	2	2	0	1	2	2	0	0	3	2	0	3	0	1	3	3
denovo1073	0	1	2	0	0	2	0	0	0	1	1	1	3	1	0	3	0	6	1	4	0	1	0	5	0	0	0	0	2	2
denovo600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	9	0	6	0	0	2	0	0	0	0
denovo990	1	2	5	3	4	2	0	0	1	0	2	2	1	0	5	1	0	3	0	0	0	1	0	1	0	0	0	0	1	1
denovo617	3	0	2	1	5	8	1	1	0	1	4	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
denovo928	1	0	1	0	1	2	5	0	0	0	3	0	4	0	2	0	1	2	3	4	0	0	0	3	2	0	0	0	1	1
denovo301	4	2	1	4	3	2	2	3	4	0	0	2	1	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo654	3	0	3	3	2	5	1	5	0	0	1	0	0	0	2	0	0	0	2	0	1	0	1	0	1	3	0	2	1	0
denovo623	2	2	1	0	0	1	2	2	0	0	4	8	3	0	3	1	2	1	0	0	0	1	0	1	0	0	0	0	2	0
denovo1819	3	1	6	2	3	1	2	0	1	7	3	1	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0
denovo920	0	1	0	2	0	0	2	0	1	0	0	5	1	0	0	3	0	5	2	1	1	0	4	2	1	2	0	2	1	0
denovo809	0	0	2	0	1	1	0	0	0	1	0	3	3	3	1	0	0	1	3	1	1	1	0	4	0	4	1	0	3	2
denovo430	0	11	0	0	0	0	0	0	4	0	0	5	0	2	0	3	2	6	0	1	0	0	0	0	1	0	1	0	0	0
denovo1215	0	7	0	1	0	0	4	1	3	0	3	1	3	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0
denovo1392	3	3	0	2	1	1	2	0	0	1	1	1	1	1	3	5	0	6	0	0	0	2	0	1	0	0	0	0	0	2
denovo514	5	0	3	3	5	0	10	4	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1440	1	0	0	1	3	1	3	2	1	0	0	0	0	1	2	0	1	0	1	1	2	1	1	0	0	3	1	1	4	4
denovo680	5	1	2	3	3	6	0	0	1	1	2	1	0	2	1	2	1	3	0	0	0	0	0	0	0	0	0	1	0	0
denovo886	1	0	2	5	2	1	1	1	1	0	1	0	0	2	4	0	2	4	0	0	0	3	0	0	1	0	0	3	0	1
denovo1142	2	4	2	0	0	2	1	0	1	0	0	4	6	0	0	2	1	5	0	0	0	3	0	0	0	0	1	1	0	0
denovo1148	0	1	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	5	7	7	0	0	0	8	1	0	0	0	0
denovo830	1	1	2	1	5	4	0	0	0	0	0	0	0	5	7	0	1	1	0	0	0	1	0	0	0	0	2	2	1	1
denovo1052	0	1	0	3	6	0	7	0	0	2	10	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo763	5	0	0	0	1	9	1	1	1	1	3	0	2	0	2	3	2	0	0	0	0	1	0	2	0	0	1	0	0	0
denovo404	3	0	7	3	1	3	0	3	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	6	0	1	0	1	0	2
denovo1809	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	7	0	1	3	0	0	3	4	0	0	11
denovo1108	0	2	2	0	0	0	1	0	5	0	3	7	3	2	0	0	1	2	1	1	0	2	0	1	0	1	0	0	1	0
denovo1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	8	0	2	2	0	1	0	1	0	0
denovo588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	1	3	0	9	0	2	1	3	1	4
denovo1193	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	10	17	0	3	0	0	1	0	0	0	0
denovo1637	4	0	4	0	3	3	0	1	0	0	2	0	0	5	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	6
denovo434	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	5	0	6	1	2	0	3	7	4
denovo304	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	6	3	1	3	1	3	5	1	2	0	1
denovo238	1	1	2	1	3	5	0	1	2	0	1	2	0	2	1	1	2	3	1	1	0	0	1	0	0	3	0	0	0	0
denovo650	2	1	0	1	1	5	0	0	1	0	0	2	0	4	2	1	0	2	1	0	0	1	0	0	2	0	1	0	7	0
denovo309	1	0	1	1	4	0	4	2	1	0	7	0	0	0	4	2	1	4	0	1	0	0	0	1	0	0	0	0	0	0
denovo732	1	0	3	0	5	3	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	7	4	1	3
denovo316	3	0	1	2	0	2	1	0	0	1	2	2	0	1	1	0	0	2	1	1	0	1	0	3	1	0	1	1	1	6
denovo750	0	0	1	7	6	0	0	0	0	2	5	0	0	2	6	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1
denovo957	0	9	0	0	0	0	0	1	5	0	0	3	4	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0
denovo847	1	3	1	0	1	0	0	0	0	0	0	4	4	1	6	1	0	6	1	1	0	0	1	3	0	0	0	0	0	0
denovo336	5	0	1	1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	5	2	2	0	5	0	3	4	0	0	0	0
denovo408	0	0	0	1	0	4	0	5	0	0	0	7	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	11	0
denovo807	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	13	0	1	0	4	1	2	1	0	2
denovo535	2	1	3	1	1	2	0	1	1	1	3	0	0	0	4	0	0	0	1	1	2	0	1	0	2	5	0	0	2	0
denovo2035	1	5	0	2	0	1	0	0	2	0	0	1	0	1	2	0	0	0	7	4	3	0	2	0	1	2	0	0	0	0
denovo890	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	1	4	4	13
denovo256	1	0	2	2	1	1	0	0	0	0	1	0	0	0	0	1	0	3	4	7	2	0	2	0	0	6	1	0	0	0
denovo562	2	3	2	2	4	0	3	0	1	1	2	2	0	0	5	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo1523	1	0	2	0	0	2	1	0	1	0	1	1	3	5	2	2	1	1	1	2	2	0	2	1	2	0	1	0	0	0
denovo1284	2	3	0	0	2	0	0	1	1	1	1	7	3	1	3	1	0	6	0	1	1	0	0	0	0	0	0	0	0	0
denovo346	5	0	7	0	0	9	0	1	0	1	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0
denovo762	5	1	0	0	2	0	1	0	0	1	10	2	1	1	1	1	0	5	1	0	0	0	0	0	0	0	0	1	0	0
denovo569	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	5	1	6	5	0	0	1	0
denovo968	0	1	0	0	0	2	1	0	2	2	0	1	0	0	0	3	1	3	5	5	1	0	1	1	1	3	0	0	0	0
denovo217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	0	0	0	11	0	0	0	0	0
denovo855	5	0	8	0	2	3	1	0	0	0	8	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo822	3	10	3	0	0	1	1	0	1	0	0	0	2	0	0	3	1	7	0	0	0	0	0	0	0	0	0	0	1	0
denovo401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	6	1	0	22
denovo860	6	0	1	1	0	3	0	2	0	0	4	0	0	3	0	0	0	1	1	2	0	1	0	2	0	0	1	1	2	2
denovo1221	0	6	0	1	1	1	2	0	3	0	0	3	1	0	3	6	0	3	0	1	0	0	0	0	0	1	0	1	0	0
denovo538	0	3	0	4	1	3	0	0	0	0	2	2	2	6	6	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0
denovo1651	0	0	1	1	6	0	2	0	0	1	10	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
denovo683	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	4	9	4	0	1	2	0	2	1	0	1	3
denovo1166	0	6	0	1	2	0	1	1	2	0	0	0	2	4	1	3	0	4	2	0	0	0	0	0	0	2	1	1	0	0
denovo400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	13	2	0	0	0	0
denovo420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	4	4	2	11	1	2	0	2
denovo599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	10	0	3	0	5	2	0	1	0	0
denovo1199	1	5	0	0	0	0	4	0	1	0	3	7	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo572	0	1	0	8	6	2	5	3	2	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo320	7	0	9	1	0	10	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	4	2	0	0	2	6	2	8
denovo640	1	0	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	5	5	1	0	1	0	8	2	1	0	1	0
denovo1143	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	1	5	5	4	0	2	0	0	1	1	2	2	1
denovo682	0	3	0	2	4	0	5	1	2	1	6	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo578	1	2	1	0	1	1	0	0	1	1	0	0	2	1	2	0	0	0	1	2	0	0	2	2	1	0	0	1	8	1
denovo1344	4	0	1	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	2	3	1	0	0	3	1	1	0	0	3	6
denovo829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	8	1	1	1	1	6	1	1	2	0
denovo1044	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	8	6	3	0	0	0	5	1	0	0	0	0
denovo748	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	3	5	2	0	2	7	6
denovo1839	0	2	2	4	1	0	2	0	2	0	1	4	0	1	2	5	1	2	0	0	0	0	0	0	0	0	1	0	1	0
denovo508	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	1	2	7	8	0	0	0	2	1	0	1	2	0
denovo1433	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	5	0	2	1	1	4	0	0	0	1
denovo741	1	0	0	1	0	0	1	0	0	0	3	2	0	1	2	0	0	1	2	0	0	0	0	3	2	0	0	1	11	0
denovo862	2	2	0	1	1	2	0	0	2	0	0	3	1	1	1	4	0	4	2	2	0	0	0	0	1	2	0	0	0	0
denovo826	0	2	2	1	0	0	1	0	2	1	4	5	0	4	1	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0
denovo846	3	1	0	0	0	0	0	0	1	0	0	3	1	1	2	0	0	1	3	6	2	2	2	0	1	2	0	0	0	0
denovo1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	10	3	0	1	3	4	3
denovo853	1	2	0	0	0	1	0	0	0	0	0	1	4	1	0	5	0	9	3	0	0	0	1	2	0	0	0	1	0	0
denovo427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	3	3	4	6	4	0	0	1	0
denovo2054	0	0	7	1	0	0	0	0	0	0	0	0	0	1	12	0	0	1	1	0	0	0	0	1	0	0	0	7	0	0
denovo1160	1	0	3	3	0	4	3	0	3	0	2	2	1	0	0	1	0	3	1	1	0	1	0	2	0	0	0	0	0	0
denovo546	0	4	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	4	0	0	1	0	0	2	0	1	3	0	4	8
denovo1128	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	5	1	4	2	1	3	0	0	2	2
denovo757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	7	1	3	0	0	0	0	1	0	0
denovo587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	4	0	1	0	1	2	0	0	0	0
denovo1120	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	10	7	4	0	2	0	1	1	0	0	0	0
denovo1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	7	1	2	14
denovo1070	1	4	0	1	0	1	0	0	0	0	0	4	1	3	1	2	0	4	2	5	0	0	0	0	0	1	0	0	0	0
denovo362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	5	0	2	0	2	1	0	0	0	3
denovo510	1	0	0	2	7	0	2	0	0	0	11	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1834	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	5	0	4	0	0	1	5	5	4
denovo1850	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	7	5	6	0	3	0	2	0	0	1	0	0
denovo366	0	3	0	0	0	1	2	0	0	0	0	3	1	6	7	0	0	5	0	0	0	1	0	0	0	0	1	0	0	0
denovo1734	6	4	2	1	1	4	1	1	1	2	1	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
denovo933	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	7	2	0	1	1	4	0	4
denovo752	0	6	0	0	0	0	2	0	1	0	0	4	2	0	0	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0
denovo1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	7	1	0	0	10	2	0	0	0	1
denovo1086	3	0	0	0	1	2	0	0	2	0	5	1	0	3	3	1	1	1	1	0	0	0	0	2	0	0	0	0	1	3
denovo760	7	0	1	0	2	0	0	0	0	0	0	2	0	2	4	2	0	1	1	3	0	2	0	1	0	1	0	0	1	0
denovo388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	3	1	6	0	1	0	1	0	0	0
denovo907	5	0	2	0	0	4	2	0	0	2	1	1	1	2	5	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0
denovo615	0	0	0	0	0	0	7	0	4	0	1	0	1	2	0	6	0	5	0	0	0	0	0	1	0	0	0	0	1	2
denovo415	0	2	0	3	1	0	0	0	0	0	4	1	0	1	0	2	0	3	0	0	0	0	0	0	0	2	0	0	11	0
denovo1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	2	0	2	0	6	0	0	0	0	0
denovo495	7	0	2	4	2	2	0	0	0	0	3	0	0	1	0	0	2	0	1	3	1	0	0	0	0	2	0	0	0	0
denovo541	1	0	0	0	0	0	0	1	5	0	0	2	5	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	2	0
denovo417	2	3	1	1	3	1	5	1	1	0	2	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1317	1	0	2	0	1	1	1	0	0	0	2	0	0	0	1	0	7	0	0	0	0	3	0	2	0	0	0	2	2	4
denovo802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	7	0	3	0	2	1	0	0	0	0
denovo627	2	1	1	0	4	5	1	0	2	0	4	0	0	1	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo730	0	0	1	0	5	0	3	0	2	1	1	7	1	1	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo711	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	11	2	0	9	0	0	1	0	0	0	0
denovo1156	0	0	1	0	1	3	2	3	0	1	2	0	2	2	2	0	0	2	0	0	4	0	0	0	0	3	0	1	0	0
denovo1865	2	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	8	4	3	3	0	0	2	0	1	0	0
denovo312	10	0	2	0	0	6	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo939	0	0	4	2	2	0	0	0	0	0	4	0	0	0	1	0	0	0	3	2	2	0	3	2	1	0	1	0	0	2
denovo2042	3	0	0	0	0	4	2	0	0	1	6	0	0	0	1	2	0	1	0	0	0	1	0	2	0	0	4	1	0	1
denovo566	0	0	0	1	7	0	0	0	0	4	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo471	2	0	1	1	1	3	0	0	1	0	3	3	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	5	2	0
denovo545	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	8	1	5	2	3	0	4	0	0	1	0	1
denovo1023	0	0	2	0	3	0	0	1	0	0	1	3	0	0	0	0	2	1	1	2	4	1	1	1	3	2	0	1	0	0
denovo952	4	0	0	1	2	1	0	0	1	0	0	2	7	1	3	1	0	2	0	1	0	0	0	2	0	1	0	0	0	0
denovo923	2	6	0	0	0	0	0	0	0	0	0	13	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1996	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	0	0	3	1	3	5	0	1	0	0	5	1	0	1	0
denovo1305	3	0	6	2	1	3	2	2	0	1	1	0	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo811	1	1	0	3	3	1	0	0	1	1	1	1	4	0	1	0	4	0	0	0	2	0	0	0	0	0	0	1	3	0
denovo673	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4	9	4	1	1	2	1	0	1	1	1	0
denovo1362	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	2	2	0	1	0	7	1	1	0	4	3	0
denovo1786	0	0	0	1	0	6	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	1	3	0	0	5	2	3
denovo1702	0	6	2	1	0	0	0	0	1	0	1	3	6	1	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo491	2	0	1	3	3	1	4	3	0	0	3	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0
denovo1124	2	0	1	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	1	0	1	1	4	3	0	0	4	0	5
denovo582	0	3	0	0	0	0	0	0	12	0	0	1	1	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
denovo1061	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	6	2	3	4	0	0	0	0	2	0	0	4	0
denovo1204	1	1	2	0	2	2	1	0	0	1	3	0	0	1	0	0	0	0	0	1	0	2	0	3	0	0	0	1	3	4
denovo519	1	0	0	1	3	0	1	0	1	1	4	3	1	0	6	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo706	0	0	3	5	0	1	0	1	0	2	5	0	0	4	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
denovo800	1	0	1	3	0	1	0	0	0	0	3	5	0	2	3	0	1	0	0	0	0	1	0	4	0	0	0	0	2	1
denovo409	0	13	0	0	0	0	0	0	3	0	0	1	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo850	2	1	1	0	1	0	0	1	3	1	3	3	3	0	1	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0
denovo1272	2	1	1	1	0	4	0	0	1	0	1	0	0	0	0	1	1	0	4	1	0	0	0	0	2	5	1	1	0	1
denovo639	0	0	0	0	6	0	1	0	0	0	2	0	0	4	4	0	0	0	1	2	0	6	0	0	1	0	1	0	0	0
denovo254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	14	1	1	0	0	0	0	0	1	0
denovo539	0	0	5	2	2	5	1	4	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo554	2	0	0	0	2	7	5	3	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2
denovo689	1	2	0	1	0	0	0	0	1	0	1	2	3	0	1	4	0	10	0	0	2	0	0	0	0	0	0	0	0	0
denovo293	0	0	0	2	1	1	19	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1597	0	3	1	3	6	0	2	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
denovo605	4	1	0	2	0	0	0	0	2	1	1	1	2	2	1	0	0	3	1	0	0	0	0	2	2	1	1	0	0	0
denovo619	2	0	8	1	2	2	1	0	0	0	2	0	0	0	3	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0
denovo2040	0	0	3	0	0	8	0	1	0	0	2	0	0	1	1	0	0	0	0	1	1	0	0	1	2	1	2	1	1	1
denovo1304	1	0	1	5	2	2	1	1	0	2	2	1	0	0	2	0	2	0	1	0	0	0	0	1	1	0	0	0	0	2
denovo634	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	3	3	6
denovo797	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	1	7	0	0	1	1	5	1	0	0	0
denovo1112	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	3	2	0	4	0	0	3	2	2	0	1	5	0
denovo1467	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	1	0	1	1	0	0	2	1	3	2
denovo1049	5	0	5	0	2	5	1	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo731	3	1	0	0	0	0	4	0	0	0	1	0	0	2	1	0	1	2	2	3	0	4	0	0	0	0	1	0	1	0
denovo526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	9	0	2	0	2	0	0	0	0	0
denovo1327	0	6	1	1	0	1	0	0	2	0	0	0	1	0	0	0	0	4	5	2	0	0	0	0	1	0	1	0	1	0
denovo1453	4	1	0	1	0	7	2	0	4	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1407	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	3	5	1	0	1	3	2	0	2	3	0
denovo643	3	1	0	0	0	5	1	0	2	0	2	1	2	1	1	0	0	2	0	0	0	2	0	1	0	0	0	0	2	0
denovo1155	0	3	0	4	2	0	3	0	0	0	0	1	6	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo459	5	0	8	0	4	3	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo446	2	0	2	3	1	5	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3	3
denovo1766	1	0	0	3	0	0	4	2	1	0	5	0	0	1	1	0	0	0	0	4	1	0	1	0	1	1	0	0	0	0
denovo1675	4	0	1	0	0	2	1	0	1	0	1	7	1	0	0	1	0	3	0	0	0	0	0	2	0	0	1	0	1	0
denovo790	0	0	2	4	1	2	0	1	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	1	7
denovo746	1	3	0	0	0	1	0	0	1	0	0	2	1	3	1	7	0	4	0	0	0	0	0	1	0	0	0	1	0	0
denovo596	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	4	0	0	2	7	1	4
denovo1091	0	4	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	1	3	2	2	2	2	0	0	0	0	3	0
denovo557	0	4	0	0	1	0	0	0	1	0	0	3	2	5	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0
denovo789	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	3	3	3	3	0	0	0	1	1	0	0	0	0
denovo1519	0	0	2	0	1	4	0	0	0	0	3	0	0	1	5	1	0	2	1	0	3	0	0	1	0	0	1	0	1	0
denovo893	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	3	0	1
denovo885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	0	0	0	13	1	0	0	0	1
denovo739	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	6	1	8	0	0	0	4	1	0	0	0	0
denovo440	2	0	2	2	1	0	1	2	0	4	1	0	0	0	0	0	0	0	0	0	2	0	3	0	3	1	0	0	1	0
denovo624	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	6	6	3	0	3	0	0	2	0	0	0	0
denovo1454	2	1	0	0	1	0	2	0	0	0	1	0	2	2	4	0	0	2	2	1	4	0	1	0	0	0	0	0	0	0
denovo988	0	1	0	4	1	1	1	0	1	0	1	2	1	2	3	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0
denovo1570	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	4	8	3	1	0	0	2	0	0	0	2	0
denovo532	2	0	6	1	1	2	1	0	0	2	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo426	0	3	0	0	3	0	2	0	3	0	0	3	2	0	0	0	0	0	3	4	0	0	1	0	1	0	0	0	0	0
denovo1723	0	2	1	2	2	0	1	1	2	2	0	1	1	0	0	0	0	1	1	3	1	0	0	0	0	0	0	1	0	3
denovo681	0	0	4	1	0	1	1	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	2	0	0	2	4	0	3
denovo1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	1	3	1	5	7	0
denovo691	4	0	2	3	3	1	2	0	0	0	0	0	0	1	0	0	2	0	0	3	2	0	1	0	1	0	0	0	0	0
denovo1168	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	6	0	0	6	2	4	1
denovo918	0	1	1	8	0	1	0	1	0	1	0	2	0	0	1	2	2	3	0	1	0	0	0	0	0	0	0	0	0	1
denovo1185	1	8	0	0	0	0	0	0	0	0	0	4	1	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0
denovo894	2	0	3	0	1	5	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	4
denovo1514	0	3	0	0	0	0	0	1	0	2	3	0	1	1	3	1	0	2	0	0	0	2	0	0	0	0	0	2	4	0
denovo1232	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	6	6	0	3	0	1	1	0	0	0	0
denovo1211	0	0	1	2	1	1	0	0	0	0	6	3	1	2	2	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0
denovo657	3	0	3	2	0	1	1	0	0	0	8	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
denovo1437	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	8	6	0	0	0	4	2	0	0	0	0
